日付,売上合計値,注文数 - 注文数合計,注文数 - 注文点数合計,注文数 - 注文者数合計,優良配送 - 売上合計値,優良配送 - 売上シェア率,優良配送 - 注文数合計,優良配送 - 注文数シェア率,翌日優良配送 - 注文数合計,翌日優良配送 - 注文数シェア率,平均購買率,平均客単価,ページビュー,セッション合計,訪問者数,平均滞在時間,平均回遊ページ数,PC売上（税込）,PCページビュー,スマホWeb売上（税込）,スマホWebページビュー,アプリ売上（税込）,アプリページビュー
2025-01-16,42478,26,27,26,0,0.00,0,0.00,0,0,13.40,1634,441,203,194,118,2.27,0,31,7675,45,34803,365
