"日付","表示回数","クリック数","CTR","CPC","利用金額","注文数","注文個数","売上金額","CVR","ROAS","ブースト日次予算","ブースト入札種別","ブースト入札価格増額"
"2025-01-16","1311","32","2.44","48","1535","9","9","15745","28.1","1026","-","-","-"
